"jenis_kelamin","umur","asal","penempatan","gaji","pendidikan","IPK","pengalaman","jenis_rekrut","id","status_rekrut"
"1","2","10","22","4","0",1.34,"1","2","10042","0"
"1","1","9","4","5","0",1.68,"5","1","10043","0"
"1","1","17","1","4","0",1.56,"5","2","10044","0"
"0","2","16","16","1","2",3.7,"2","1","10045","1"
"0","1","27","27","1","1",3.5,"0","1","10046","1"
"0","2","5","5","4","0",2.62,"0","2","10047","0"
"0","1","11","11","2","2",3.7,"2","1","10048","1"
"0","2","26","13","3","0",1.89,"5","1","10049","0"
"1","1","23","14","5","0",2.52,"2","2","10050","0"
"0","2","5","5","2","2",3.95,"2","2","10051","1"
"1","2","26","26","2","1",3.7,"0","1","10052","1"
"0","2","3","3","2","1",3.7,"0","1","10053","1"
"0","1","8","8","3","1",3.48,"3","2","10054","1"
"0","2","11","26","4","0",1.39,"5","2","10055","0"
"1","2","6","25","3","0",2.71,"2","2","10056","0"
"0","2","29","9","4","0",2.66,"0","2","10057","0"
"0","2","25","25","2","2",3.76,"2","2","10058","1"
"0","3","29","28","4","0",1.85,"4","2","10059","0"
"0","1","19","19","3","1",3.45,"3","2","10060","1"
"1","2","4","11","4","0",2.26,"2","2","10061","0"
"1","1","4","4","2","1",3.42,"3","2","10062","1"
"0","1","22","22","1","1",3.8,"2","1","10063","1"
"0","3","22","8","4","0",2.92,"5","2","10064","0"
"1","2","21","21","1","2",3.5,"2","1","10065","1"
"0","2","19","25","4","0",2.83,"2","2","10066","0"
"0","1","20","29","5","0",2.03,"1","2","10067","0"
"1","1","26","26","2","1",3.9,"2","1","10068","1"
"1","1","25","25","2","3",3.47,"2","2","10069","1"
"0","1","33","12","5","0",1.68,"1","2","10070","0"
"1","2","13","20","4","0",2.32,"3","1","10071","0"
"1","2","31","10","5","0",1.9,"1","2","10072","0"
"1","2","5","5","1","1",3.9,"1","1","10073","1"
"1","3","20","6","3","0",1.52,"5","2","10074","0"
"1","2","16","16","2","1",3.97,"3","2","10075","1"
"1","2","3","3","1","1",3.1,"1","1","10076","1"
"1","1","23","23","1","1",4.0,"0","1","10077","1"
"0","1","3","3","3","3",3.74,"3","2","10078","1"
"1","3","14","26","5","0",1.77,"2","2","10079","0"
"1","2","9","9","3","3",3.95,"2","2","10080","1"
"0","2","19","19","2","2",3.8,"1","1","10081","1"
"1","3","13","34","5","0",1.72,"3","1","10082","0"
"0","2","3","3","2","2",3.6,"1","1","10083","1"
"1","1","12","12","2","1",3.5,"2","1","10084","1"
"0","1","22","22","2","1",3.5,"2","1","10085","1"
"0","1","33","18","5","0",1.76,"2","2","10086","0"
"0","1","17","25","5","0",2.84,"2","1","10087","0"
"0","1","33","33","3","2",3.77,"3","2","10088","1"
"1","3","8","11","3","0",1.97,"5","2","10089","0"
"1","3","27","34","3","0",2.14,"4","1","10090","0"
"0","1","5","5","2","2",3.63,"3","2","10091","1"
"0","3","10","3","5","0",2.17,"4","1","10092","0"
"1","1","30","30","2","1",3.2,"1","1","10093","1"
"1","2","12","12","2","2",3.4,"1","2","10094","1"
"0","1","4","19","5","0",2.24,"2","1","10095","0"
"1","1","15","15","3","3",3.58,"0","2","10096","1"
"1","1","24","24","1","1",3.6,"0","1","10097","1"
"0","1","1","28","4","0",1.59,"2","1","10098","0"
"0","3","31","30","4","0",2.13,"0","2","10099","0"
"1","1","11","25","5","0",2.81,"3","2","10100","0"
"0","1","4","6","4","0",1.33,"3","1","10101","0"
"1","1","1","15","4","0",1.97,"0","2","10102","0"
"1","2","1","1","2","1",3.6,"3","1","10103","1"
"0","1","17","17","1","2",3.1,"1","1","10104","1"
"0","3","25","30","4","0",1.39,"0","1","10105","0"
"0","2","17","17","3","2",3.89,"1","2","10106","1"
"0","3","15","5","5","0",2.02,"4","1","10107","0"
"0","2","30","18","3","0",2.79,"3","1","10108","0"
"0","1","16","16","3","1",3.49,"3","2","10109","1"
"0","1","28","28","3","1",3.88,"0","2","10110","1"
"0","2","7","7","2","1",3.56,"0","2","10111","1"
"1","2","3","3","1","1",3.7,"2","1","10112","1"
"1","2","12","12","2","3",3.48,"0","2","10113","1"
"1","1","8","8","3","1",3.57,"3","2","10114","1"
"1","2","14","33","4","0",1.73,"4","2","10115","0"
"1","3","14","4","4","0",2.53,"0","2","10116","0"
"0","1","32","32","3","2",3.29,"3","2","10117","1"
"0","3","22","4","5","0",2.18,"4","2","10118","0"
"1","1","26","26","3","3",3.79,"3","2","10119","1"
"0","2","23","23","1","1",3.4,"1","1","10120","1"
"0","2","7","20","4","0",1.64,"1","2","10121","0"
"0","2","5","7","5","0",1.73,"3","2","10122","0"
"0","1","20","23","5","0",1.38,"3","1","10123","0"
"1","1","7","4","3","0",2.64,"1","1","10124","0"
"0","2","14","5","4","0",2.06,"5","1","10125","0"
"0","1","18","18","3","3",3.88,"2","2","10126","1"
"0","1","28","16","3","0",1.7,"2","1","10127","0"
"0","2","31","31","2","2",3.6,"2","1","10128","1"
"1","2","6","1","5","0",2.87,"0","2","10129","0"
"0","1","5","31","4","0",2.72,"0","2","10130","0"
"1","1","28","19","4","0",2.45,"4","2","10131","0"
"1","1","21","32","5","0",1.17,"4","1","10132","0"
"0","2","32","24","5","0",1.8,"1","2","10133","0"
"1","2","26","5","4","0",2.36,"4","1","10134","0"
"0","1","16","16","4","0",2.55,"1","2","10135","0"
"0","2","1","1","1","1",3.5,"0","1","10136","1"
"0","1","3","3","1","1",3.6,"1","1","10137","1"
"0","1","25","9","3","0",2.07,"5","2","10138","0"
"0","3","13","8","5","0",2.03,"3","2","10139","0"
"0","1","12","12","2","2",3.29,"2","2","10140","1"
"0","2","23","23","2","2",3.55,"2","2","10141","1"
"1","1","34","34","2","1",3.1,"0","1","10142","1"
"1","1","19","24","5","0",1.54,"5","1","10143","0"
"0","2","3","3","2","1",3.7,"2","1","10144","1"
"0","1","5","23","5","0",2.68,"5","1","10145","0"
"1","2","8","8","3","2",3.58,"4","2","10146","1"
"1","1","26","10","5","0",2.79,"3","1","10147","0"
"1","2","31","28","3","0",2.51,"4","1","10148","0"
"0","2","1","1","2","1",3.5,"0","1","10149","1"
"1","2","7","7","2","1",3.8,"2","1","10150","1"
"1","1","2","28","5","0",2.41,"0","2","10151","0"
"1","3","6","32","5","0",2.01,"4","1","10152","0"
"0","2","4","4","2","1",3.6,"2","1","10153","1"
"1","1","33","33","2","1",3.5,"0","1","10154","1"
"0","1","22","22","1","2",3.2,"2","1","10155","1"
"0","3","11","21","4","0",2.29,"2","1","10156","0"
"0","1","30","30","1","1",3.5,"2","1","10157","1"
"0","1","10","16","4","0",2.45,"3","2","10158","0"
"0","3","16","4","3","0",2.81,"3","1","10159","0"
"0","1","22","22","3","2",3.65,"2","2","10160","1"
"0","1","23","23","2","2",3.99,"4","2","10161","1"
"0","2","10","10","2","1",3.3,"1","1","10162","1"
"1","2","5","5","1","1",3.4,"2","1","10163","1"
"0","2","19","19","2","2",4.0,"1","1","10164","1"
"1","1","23","13","5","0",1.23,"0","1","10165","0"
"1","2","4","4","2","2",3.82,"3","2","10166","1"
"1","1","11","9","4","0",1.98,"1","1","10167","0"
"0","1","13","2","4","0",1.13,"3","1","10168","0"
"0","2","23","23","2","2",3.7,"2","1","10169","1"
"1","2","34","34","1","2",3.8,"2","1","10170","1"
"1","2","33","7","4","0",2.66,"3","2","10171","0"
"0","2","20","20","1","1",3.4,"1","1","10172","1"
"0","1","14","14","3","0",2.09,"3","2","10173","0"
"1","1","11","11","1","1",3.3,"2","1","10174","1"
"1","2","26","4","5","0",1.38,"5","1","10175","0"
"1","1","20","20","3","1",3.73,"4","2","10176","1"
"1","2","32","32","3","1",3.7,"4","2","10177","1"
"0","3","19","10","3","0",1.74,"1","1","10178","0"
"1","2","31","18","5","0",1.39,"3","1","10179","0"
"1","1","27","27","2","2",3.95,"2","2","10180","1"
"1","1","16","16","1","1",3.8,"2","1","10181","1"
"0","2","13","34","4","0",2.14,"1","1","10182","0"
"1","1","1","1","2","3",3.94,"3","2","10183","1"
"0","2","6","18","3","0",1.95,"3","2","10184","0"
"0","2","16","16","3","1",3.49,"4","2","10185","1"
"1","1","20","20","3","3",3.55,"4","2","10186","1"
"0","2","1","15","4","0",2.07,"5","2","10187","0"
"1","1","26","26","3","1",3.9,"3","2","10188","1"
"0","3","12","21","5","0",2.78,"0","1","10189","0"
"0","2","33","33","2","1",3.5,"1","1","10190","1"
"1","1","33","33","2","1",3.2,"0","1","10191","1"
"0","2","2","2","2","2",4.0,"1","1","10192","1"
"0","1","24","19","5","0",2.77,"1","1","10193","0"
"1","2","3","3","3","2",3.59,"2","2","10194","1"
"1","1","31","31","2","1",3.6,"0","1","10195","1"
"0","1","33","33","2","1",3.2,"2","1","10196","1"
"1","3","2","15","4","0",2.71,"2","2","10197","0"
"0","1","19","19","2","1",3.2,"1","1","10198","1"
"1","1","15","15","3","2",3.33,"3","2","10199","1"
"1","1","4","4","3","1",3.58,"4","2","10200","1"
"1","1","21","21","2","3",3.29,"3","2","10201","1"
"0","2","14","14","2","3",4.0,"3","2","10202","1"
"0","2","30","28","5","0",1.84,"5","1","10203","0"
"0","2","5","12","5","0",1.93,"1","1","10204","0"
"0","1","7","7","3","2",3.6,"4","2","10205","1"
"0","1","31","31","2","2",3.1,"0","1","10206","1"
"0","2","3","3","1","1",3.4,"0","1","10207","1"
"0","1","23","19","5","0",2.67,"3","1","10208","0"
"0","2","7","7","1","1",3.7,"1","1","10209","1"
"1","1","33","33","2","1",3.4,"1","1","10210","1"
"1","1","20","20","2","3",3.26,"3","2","10211","1"
"1","3","6","29","5","0",2.38,"4","1","10212","0"
"1","3","22","31","4","0",1.68,"0","1","10213","0"
"1","1","4","4","2","1",3.87,"3","2","10214","1"
"0","3","14","9","5","0",1.33,"5","1","10215","0"
"1","3","4","9","3","0",2.1,"5","2","10216","0"
"1","1","26","26","3","3",3.59,"3","2","10217","1"
"0","2","5","5","2","3",3.77,"2","2","10218","1"
"1","2","11","11","1","2",3.3,"1","1","10219","1"
"1","2","29","29","1","1",3.8,"0","1","10220","1"
"0","2","18","18","2","1",3.7,"1","1","10221","1"
"1","3","8","12","5","0",2.31,"2","2","10222","0"
"1","2","33","33","3","0",2.4,"0","1","10223","0"
"0","1","13","3","4","0",1.19,"2","2","10224","0"
"0","2","21","33","5","0",1.24,"5","1","10225","0"
"1","1","9","9","2","2",3.9,"2","2","10226","1"
"0","1","5","32","5","0",1.23,"0","2","10227","0"
"0","1","13","13","1","1",3.6,"2","1","10228","1"
"0","1","22","22","3","3",3.75,"4","2","10229","1"
"1","1","11","31","3","0",2.71,"2","1","10230","0"
"1","2","31","31","2","3",3.45,"2","2","10231","1"
"1","3","30","13","3","0",2.76,"3","2","10232","0"
"1","1","28","28","2","1",3.54,"3","2","10233","1"
"1","1","25","25","2","2",3.5,"1","1","10234","1"
"0","1","1","1","3","2",3.54,"3","2","10235","1"
"1","1","31","31","3","1",3.43,"3","2","10236","1"
"1","2","33","33","3","3",3.66,"4","2","10237","1"
"1","3","14","18","5","0",2.61,"2","2","10238","0"
"1","1","23","3","4","0",2.47,"3","1","10239","0"
"1","2","16","16","3","2",3.35,"4","2","10240","1"
"0","2","30","30","3","3",3.63,"3","2","10241","1"
"0","2","24","24","3","1",3.65,"2","2","10242","1"
"0","3","24","22","5","0",1.23,"0","1","10243","0"
"0","2","9","9","2","1",3.5,"1","1","10244","1"
"1","1","13","13","2","1",3.33,"3","2","10245","1"
"0","1","20","32","4","0",1.57,"0","2","10246","0"
"0","2","9","9","3","2",3.62,"2","2","10247","1"
"1","1","2","2","2","3",3.68,"2","2","10248","1"
"0","1","2","2","2","1",3.9,"2","1","10249","1"
"1","3","16","2","4","0",2.16,"5","2","10250","0"
"0","3","29","15","3","0",1.8,"5","2","10251","0"
"0","1","5","5","3","2",3.31,"2","2","10252","1"
"1","3","28","24","5","0",2.35,"3","2","10253","0"
"0","3","14","15","3","0",2.45,"0","1","10254","0"
"1","2","19","19","2","3",3.7,"3","2","10255","1"
"1","2","6","6","1","2",3.1,"0","1","10256","1"
"0","2","34","31","4","0",2.67,"3","2","10257","0"
"1","2","16","16","3","1",3.7,"3","2","10258","1"
"0","2","33","33","2","1",3.37,"4","2","10259","1"
"1","2","25","25","2","2",3.74,"3","2","10260","1"
"0","3","25","8","5","0",2.34,"5","1","10261","0"
"1","2","17","10","4","0",1.76,"4","1","10262","0"
"1","2","10","27","5","0",2.55,"5","1","10263","0"
"0","1","13","6","3","0",1.42,"2","1","10264","0"
"0","1","17","17","3","2",3.53,"3","2","10265","1"
"0","1","29","29","2","3",3.67,"2","2","10266","1"
"0","2","6","6","2","2",3.93,"3","2","10267","1"
"0","1","18","18","2","2",3.88,"3","2","10268","1"
"1","1","18","33","4","0",2.99,"3","1","10269","0"
"0","3","33","19","3","0",2.84,"0","1","10270","0"
"0","1","5","5","3","3",3.55,"2","2","10271","1"
"0","2","3","4","3","0",2.51,"2","1","10272","0"
"1","1","34","13","4","0",2.34,"5","1","10273","0"
"1","2","18","18","1","1",3.7,"0","1","10274","1"
"0","2","22","1","5","0",1.08,"4","1","10275","0"
"1","1","11","11","1","1",3.8,"1","1","10276","1"
"1","2","22","22","1","1",3.8,"2","1","10277","1"
"1","2","17","17","2","2",3.6,"0","1","10278","1"
"0","2","31","31","2","1",3.49,"4","2","10279","1"
"0","2","2","2","2","2",3.2,"1","1","10280","1"
"0","1","5","5","3","2",3.64,"2","2","10281","1"
"0","1","2","2","2","2",3.9,"2","1","10282","1"
"0","1","15","15","3","3",3.8,"2","2","10283","1"
"1","2","12","12","1","2",3.7,"1","1","10284","1"
"1","2","11","11","3","3",3.81,"2","2","10285","1"
"0","1","15","15","2","2",3.81,"4","2","10286","1"
"0","3","18","29","5","0",1.81,"3","2","10287","0"
"1","1","24","24","2","2",3.97,"3","2","10288","1"
"1","1","19","29","5","0",1.89,"1","2","10289","0"
"1","1","28","28","3","2",3.69,"2","2","10290","1"
"0","1","5","5","3","2",3.67,"3","2","10291","1"
"0","2","34","34","3","2",3.44,"2","2","10292","1"
"0","2","5","5","2","1",3.9,"1","1","10293","1"
"0","1","25","25","2","2",3.59,"2","2","10294","1"
"0","1","34","23","3","0",1.37,"2","1","10295","0"
"0","2","3","33","3","0",2.07,"4","2","10296","0"
"1","2","7","7","2","3",3.64,"2","2","10297","1"
"1","1","3","3","2","2",3.6,"0","1","10298","1"
"1","1","3","23","3","0",1.2,"1","1","10299","0"
"0","2","23","33","4","0",2.3,"1","2","10300","0"
"1","2","22","22","3","2",3.77,"3","2","10301","1"
"0","3","2","16","3","0",1.29,"0","2","10302","0"
"0","2","15","19","3","0",1.37,"3","2","10303","0"
"0","2","18","18","2","1",3.6,"1","1","10304","1"
"0","1","16","16","3","2",3.28,"2","2","10305","1"
"1","1","31","2","3","0",1.1,"1","2","10306","0"
"0","2","4","4","3","2",3.82,"2","2","10307","1"
"0","1","33","33","2","2",3.7,"1","1","10308","1"
"0","3","34","29","5","0",2.64,"4","2","10309","0"
"0","1","15","15","2","2",3.72,"2","2","10310","1"
"0","2","16","16","2","2",3.1,"2","1","10311","1"
"1","1","19","6","4","0",1.41,"0","1","10312","0"
"1","1","34","17","3","0",2.56,"0","2","10313","0"
"0","2","1","1","2","2",3.5,"0","1","10314","1"
"0","2","15","10","4","0",1.17,"5","2","10315","0"
"0","2","4","13","4","0",2.76,"1","1","10316","0"
"0","2","34","34","3","2",3.58,"3","2","10317","1"
"0","2","23","29","5","0",1.03,"5","1","10318","0"
"0","1","19","19","1","2",3.8,"2","1","10319","1"
"1","2","1","5","4","0",2.23,"1","2","10320","0"
"0","2","24","24","1","2",3.8,"1","1","10321","1"
"0","3","20","7","4","0",2.94,"2","2","10322","0"
"1","1","22","20","4","0",2.47,"5","1","10323","0"
"1","2","28","23","3","0",2.92,"2","2","10324","0"
"0","3","34","3","3","0",2.27,"3","2","10325","0"
"0","2","19","19","1","2",3.8,"0","1","10326","1"
"0","1","15","15","3","3",3.84,"3","2","10327","1"
"1","2","32","33","3","0",1.85,"1","1","10328","0"
"1","1","31","14","4","0",2.67,"2","1","10329","0"
"1","1","2","22","3","0",1.97,"4","2","10330","0"
"1","1","1","1","3","2",3.76,"3","2","10331","1"
"0","2","10","10","2","1",3.4,"1","1","10332","1"
"1","3","22","19","4","0",1.54,"1","1","10333","0"
"0","2","15","15","2","1",3.1,"0","1","10334","1"
"1","1","31","31","3","1",3.86,"2","2","10335","1"
"1","3","7","15","3","0",1.2,"0","1","10336","0"
"1","1","30","30","3","3",3.74,"4","2","10337","1"
"0","2","28","28","2","1",3.4,"1","1","10338","1"
"1","1","17","23","4","0",2.22,"5","2","10339","0"
"1","3","8","19","3","0",2.34,"3","2","10340","0"
"0","2","14","14","1","2",3.7,"0","1","10341","1"
"0","3","19","12","3","0",1.86,"3","2","10342","0"
"0","1","9","9","1","2",4.0,"0","1","10343","1"
"1","2","3","29","3","0",2.43,"1","2","10344","0"
"0","1","11","11","2","2",3.48,"2","2","10345","1"
"0","1","14","34","3","0",2.82,"0","1","10346","0"
"0","1","10","10","2","1",3.5,"2","1","10347","1"
"1","2","34","34","2","1",3.6,"0","1","10348","1"
"0","2","33","33","1","1",3.1,"2","1","10349","1"
"1","1","15","15","3","1",3.96,"3","2","10350","1"
"1","1","31","9","5","0",2.59,"1","1","10351","0"
"1","1","12","12","3","2",4.0,"4","2","10352","1"
"1","3","7","28","4","0",1.09,"3","2","10353","0"
"0","2","16","16","3","2",4.0,"3","2","10354","1"
"1","3","21","14","3","0",1.29,"3","1","10355","0"
"0","1","24","24","2","1",3.9,"1","1","10356","1"
"1","1","14","14","3","2",3.58,"2","2","10357","1"
"0","1","28","28","3","3",3.5,"2","2","10358","1"
"1","1","9","9","2","1",3.1,"0","1","10359","1"
"1","1","25","32","3","0",2.69,"5","2","10360","0"
"1","3","3","34","4","0",2.01,"4","2","10361","0"
"1","2","25","25","1","2",3.7,"1","1","10362","1"
"1","2","7","7","2","1",3.95,"3","2","10363","1"
"0","2","6","10","4","0",2.17,"2","2","10364","0"
"0","1","1","6","3","0",2.59,"2","1","10365","0"
"1","3","30","7","3","0",1.4,"4","1","10366","0"
"1","1","25","25","3","3",3.26,"3","2","10367","1"
"0","1","3","28","4","0",2.71,"4","2","10368","0"
"1","2","27","27","3","2",3.59,"2","2","10369","1"
"1","3","34","10","4","0",1.95,"3","2","10370","0"
"1","2","30","30","2","3",3.88,"2","2","10371","1"
"1","2","6","6","3","2",3.64,"4","2","10372","1"
"0","1","23","33","4","0",2.18,"3","2","10373","0"
"0","1","27","8","4","0",1.33,"1","2","10374","0"
"1","2","9","9","3","3",3.49,"2","2","10375","1"
"0","1","14","19","5","0",2.72,"2","1","10376","0"
"1","3","31","29","5","0",1.01,"1","1","10377","0"
"1","2","33","33","2","2",3.3,"0","1","10378","1"
"0","2","4","4","2","1",3.35,"4","2","10379","1"
"1","2","7","7","1","2",3.3,"0","1","10380","1"
"0","2","28","21","5","0",1.89,"5","2","10381","0"
"1","1","20","15","5","0",2.88,"0","1","10382","0"
"0","2","11","23","3","0",2.11,"0","2","10383","0"
"0","1","22","22","2","2",3.35,"2","2","10384","1"
"1","3","1","3","3","0",1.6,"1","1","10385","0"
"0","1","23","23","2","1",3.3,"2","1","10386","1"
"0","1","18","1","5","0",2.51,"4","2","10387","0"
"0","1","27","33","5","0",2.19,"0","2","10388","0"
"1","1","15","15","2","1",3.89,"2","2","10389","1"
"1","3","6","15","4","0",2.36,"3","1","10390","0"
"1","2","7","7","2","3",3.88,"4","2","10391","1"
"0","1","28","28","2","3",3.87,"4","2","10392","1"
"1","1","1","1","1","2",3.7,"2","1","10393","1"
"0","2","23","4","3","0",2.97,"1","2","10394","0"
"0","3","31","29","5","0",1.69,"4","1","10395","0"
"1","1","4","3","3","0",2.48,"2","2","10396","0"
"0","2","11","13","5","0",1.5,"2","1","10397","0"
"0","3","7","25","4","0",1.71,"4","1","10398","0"
"0","3","23","24","5","0",1.12,"5","1","10399","0"
"0","2","19","19","3","3",3.29,"2","2","10400","1"
"1","1","24","7","3","0",1.99,"4","2","10401","0"
"1","1","12","12","2","1",3.2,"1","1","10402","1"
"1","2","7","7","2","2",3.1,"0","1","10403","1"
"0","2","18","3","5","0",1.49,"3","1","10404","0"
"0","2","26","26","2","2",3.8,"2","1","10405","1"
"0","2","11","22","3","0",2.8,"3","1","10406","0"
"1","2","8","3","3","0",1.62,"0","2","10407","0"
"0","1","8","8","1","2",3.2,"2","1","10408","1"
"0","2","11","11","2","1",4.0,"1","1","10409","1"
"0","1","23","9","5","0",2.9,"5","2","10410","0"
"1","3","26","24","3","0",1.81,"5","1","10411","0"
"0","2","2","2","3","3",3.47,"2","2","10412","1"
"1","1","29","29","2","3",3.74,"2","2","10413","1"
"1","1","9","11","3","0",2.95,"0","1","10414","0"
"0","2","7","6","3","0",2.71,"3","2","10415","0"
"1","2","13","30","3","0",1.25,"1","1","10416","0"
"0","1","3","3","2","2",3.88,"3","2","10417","1"
"0","2","1","1","2","1",3.5,"0","1","10418","1"
"1","2","27","27","2","1",3.29,"2","2","10419","1"
"0","3","2","25","5","0",2.9,"1","1","10420","0"
"0","1","1","1","2","2",3.3,"2","1","10421","1"
"0","2","24","2","4","0",2.71,"5","1","10422","0"
"0","2","28","28","2","2",3.96,"3","2","10423","1"
"0","2","26","26","2","1",3.26,"4","2","10424","1"
"0","1","34","24","3","0",1.17,"0","1","10425","0"
"0","2","4","4","2","3",3.38,"2","2","10426","1"
"0","2","6","6","2","2",3.26,"4","2","10427","1"
"0","2","14","26","3","0",2.72,"5","2","10428","0"
"1","3","24","25","4","0",2.45,"0","2","10429","0"
"1","1","27","27","2","1",3.2,"1","1","10430","1"
"1","2","31","31","2","1",3.4,"0","1","10431","1"
"0","1","21","12","3","0",2.07,"3","1","10432","0"
"0","2","23","23","2","2",3.9,"1","1","10433","1"
"0","2","19","19","2","1",3.1,"1","1","10434","1"
"1","2","24","24","2","1",3.99,"4","2","10435","1"
"1","1","12","8","5","0",1.41,"1","2","10436","0"
"0","2","23","25","5","0",1.76,"0","1","10437","0"
"1","2","9","9","2","1",3.8,"3","2","10438","1"
"1","3","26","9","4","0",2.12,"0","1","10439","0"
"0","2","2","30","4","0",1.89,"0","2","10440","0"
"0","3","6","16","3","0",1.74,"5","1","10441","0"
"0","2","12","13","4","0",1.36,"2","1","10442","0"
"1","2","21","21","3","3",3.85,"3","2","10443","1"
"1","1","10","2","3","0",1.62,"5","2","10444","0"
"0","2","4","4","2","1",3.1,"2","1","10445","1"
"0","2","8","8","2","2",3.6,"1","1","10446","1"
"1","1","28","28","1","1",3.4,"1","1","10447","1"
"1","3","15","12","4","0",1.89,"2","2","10448","0"
"1","3","24","30","4","0",1.21,"2","2","10449","0"
"0","2","18","1","4","0",1.69,"0","2","10450","0"
"0","2","10","10","2","2",3.83,"2","2","10451","1"
"1","3","8","24","3","0",2.62,"1","2","10452","0"
"0","2","2","2","3","3",4.0,"2","2","10453","1"
"0","1","9","9","3","2",3.31,"4","2","10454","1"
"1","1","25","25","3","3",3.53,"3","2","10455","1"
"1","1","17","17","2","2",3.4,"2","1","10456","1"
"0","1","19","1","3","0",1.43,"5","2","10457","0"
"0","3","9","29","5","0",1.85,"2","2","10458","0"
"1","2","33","33","2","2",3.78,"2","2","10459","1"
"0","2","19","29","5","0",2.67,"2","2","10460","0"
"1","2","15","22","5","0",2.32,"2","1","10461","0"
"0","1","27","27","2","3",3.63,"2","2","10462","1"
"1","2","26","26","3","3",3.58,"3","2","10463","1"
"0","2","18","18","2","1",3.1,"0","1","10464","1"
"1","1","18","18","2","2",3.27,"4","2","10465","1"
"0","2","1","29","5","0",2.61,"0","1","10466","0"
"1","2","4","10","4","0",1.92,"4","2","10467","0"
"1","1","18","17","5","0",1.59,"1","2","10468","0"
"1","2","12","12","2","2",3.38,"2","2","10469","1"
"0","2","2","26","4","0",2.61,"2","2","10470","0"
"0","1","22","5","3","0",2.99,"2","2","10471","0"
"1","1","8","8","1","2",3.2,"1","1","10472","1"
"1","2","27","27","2","1",3.4,"0","1","10473","1"
"0","1","12","12","2","1",3.56,"4","2","10474","1"
"1","2","9","11","5","0",1.2,"1","2","10475","0"
"1","3","7","15","4","0",2.48,"0","1","10476","0"
"0","1","15","8","4","0",1.89,"0","2","10477","0"
"0","3","18","7","3","0",2.73,"3","2","10478","0"
"1","1","27","14","3","0",1.64,"2","2","10479","0"
"0","2","28","28","1","1",3.3,"2","1","10480","1"
"1","1","29","27","5","0",2.65,"0","1","10481","0"
"0","2","30","30","1","2",3.8,"2","1","10482","1"
"1","2","20","27","5","0",1.73,"5","1","10483","0"
"0","1","7","32","5","0",2.21,"2","1","10484","0"
"0","1","11","11","2","2",3.9,"0","1","10485","1"
"0","1","6","6","2","1",3.5,"0","1","10486","1"
"1","3","9","9","5","0",2.93,"5","2","10487","0"
"0","3","16","15","4","0",1.19,"2","2","10488","0"
"1","1","28","24","5","0",1.26,"5","1","10489","0"
"0","3","16","16","3","0",2.67,"2","2","10490","0"
"1","1","14","10","5","0",2.2,"3","2","10491","0"
"0","2","25","25","1","1",3.8,"1","1","10492","1"
"1","1","4","11","5","0",1.64,"0","2","10493","0"
"1","1","28","28","1","2",3.1,"1","1","10494","1"
"1","3","4","22","5","0",1.58,"3","2","10495","0"
"0","2","14","14","1","1",3.3,"0","1","10496","1"
"1","3","34","4","5","0",2.91,"3","1","10497","0"
"1","3","17","3","3","0",1.88,"0","1","10498","0"
"0","2","13","13","2","2",3.91,"4","2","10499","1"
"0","2","26","13","4","0",1.52,"2","1","10500","0"
"0","2","22","22","3","2",3.91,"2","2","10501","1"
"1","1","21","21","2","3",3.51,"3","2","10502","1"
"1","1","5","5","2","2",3.5,"2","2","10503","1"
"0","1","25","25","3","2",3.38,"2","2","10504","1"
"0","3","24","34","4","0",1.87,"0","2","10505","0"
"0","1","10","23","5","0",2.73,"4","1","10506","0"
"0","2","34","24","4","0",2.79,"5","1","10507","0"
"0","3","6","29","3","0",2.5,"1","1","10508","0"
"0","2","18","18","2","2",3.1,"1","1","10509","1"
"0","2","2","2","2","2",3.6,"0","1","10510","1"
"1","2","10","20","3","0",1.17,"2","1","10511","0"
"1","3","23","19","4","0",1.77,"3","1","10512","0"
"1","3","10","29","4","0",2.26,"3","1","10513","0"
"1","2","23","16","4","0",1.21,"0","1","10514","0"
"0","2","31","31","2","2",3.67,"2","2","10515","1"
"0","2","4","22","4","0",2.27,"0","2","10516","0"
"0","3","21","34","5","0",1.36,"5","2","10517","0"
"1","2","13","22","4","0",1.19,"3","1","10518","0"
"0","1","14","14","2","3",3.27,"2","2","10519","1"
"0","1","14","14","2","2",3.8,"2","1","10520","1"
"0","1","5","16","3","0",2.26,"3","2","10521","0"
"0","1","3","31","4","0",2.16,"2","1","10522","0"
"0","3","9","24","4","0",1.33,"0","1","10523","0"
"1","1","27","24","5","0",1.25,"1","1","10524","0"
"0","3","26","18","4","0",2.09,"2","2","10525","0"
"1","2","21","6","4","0",2.04,"0","2","10526","0"
"0","2","26","31","4","0",2.33,"4","2","10527","0"
"1","2","20","29","3","0",2.74,"2","2","10528","0"
"1","3","27","27","5","0",2.27,"4","2","10529","0"
"0","3","25","4","3","0",1.98,"0","2","10530","0"
"1","1","26","26","1","1",3.9,"0","1","10531","1"
"0","1","8","8","3","1",3.35,"2","2","10532","1"
"0","2","32","27","4","0",2.11,"0","2","10533","0"
"1","3","4","2","5","0",1.8,"3","2","10534","0"
"0","1","29","29","2","2",3.7,"3","2","10535","1"
"1","3","9","20","5","0",2.6,"1","2","10536","0"
"1","2","26","26","2","2",3.1,"0","1","10537","1"
"1","2","15","9","4","0",1.42,"3","2","10538","0"
